"Time","u101","u201","u301","u501","u601","u110","u210","u310","u510","u610","u710","u111","u211","u311","u511","u611","u711","u112","u212","u312","u512","u612","u712","u213","u313","u713","u714","u102","u302","u502","u602","u702","u103","u203","u303","u503","u603","u703","u104","u204","u304","u504","u604","u704","u105","u205","u305","u505","u605","u705","u106","u206","u306","u506","u606","u706","u107","u207","u307","u507","u607","u707","u108","u208","u308","u508","u608","u708","u109","u209","u309","u509","u609","u709"
2024-08-04 19:18:52,-88.9504 µA,-89.0052 µA,-89.0062 µA,-89.1855 µA,-88.9547 µA,-89.2304 µA,-88.9310 µA,-88.8944 µA,-89.2880 µA,-89.0987 µA,-88.9517 µA,-88.7373 µA,-88.9612 µA,-86.4204 µA,-89.0950 µA,-86.3651 µA,-89.0188 µA,-89.2432 µA,-89.2317 µA,-88.8606 µA,-89.0012 µA,-88.4975 µA,-89.0138 µA,-88.9395 µA,-105.9680 µA,-106.1949 µA,-88.9168 µA,-89.0689 µA,-85.2596 µA,-89.1194 µA,-88.7620 µA,-88.8776 µA,-89.1489 µA,-88.9755 µA,-88.7895 µA,-89.0867 µA,-88.8846 µA,-88.5717 µA,-88.9833 µA,-89.0355 µA,-88.9506 µA,-89.1011 µA,-89.0543 µA,-88.5325 µA,-89.0227 µA,-89.1153 µA,-88.6224 µA,-88.7481 µA,-88.9440 µA,-89.2056 µA,-89.3112 µA,-88.4355 µA,-88.9838 µA,-89.0473 µA,-88.9795 µA,-89.0783 µA,-89.0627 µA,-88.9437 µA,-85.6514 µA,-88.9853 µA,-89.3133 µA,-89.0347 µA,-89.2669 µA,-87.1099 µA,-89.0366 µA,-89.2242 µA,-88.3018 µA,-88.9395 µA,-89.2348 µA,-88.9709 µA,-88.9779 µA,-79.0171 µA,-88.9146 µA,-88.9591 µA
2024-08-04 19:18:56,-88.9503 µA,-89.0053 µA,-89.0042 µA,-89.1853 µA,-88.9543 µA,-89.2302 µA,-88.9308 µA,-88.8942 µA,-89.1052 µA,-89.0985 µA,-88.9517 µA,-88.7369 µA,-88.9566 µA,-86.4208 µA,-89.0953 µA,-86.3652 µA,-89.0189 µA,-89.2428 µA,-89.0183 µA,-88.8613 µA,-89.0012 µA,-88.4975 µA,-89.0131 µA,-88.9388 µA,-105.9681 µA,-106.1950 µA,-88.9168 µA,-89.0691 µA,-85.2649 µA,-89.1194 µA,-88.7621 µA,-88.8777 µA,-89.1483 µA,-88.9763 µA,-88.7941 µA,-89.0864 µA,-88.8849 µA,-88.5717 µA,-88.9832 µA,-89.0368 µA,-88.9476 µA,-89.1007 µA,-89.0550 µA,-88.5321 µA,-89.0227 µA,-89.1147 µA,-88.5509 µA,-88.7482 µA,-88.9443 µA,-89.2054 µA,-89.3106 µA,-88.4388 µA,-88.9837 µA,-89.0477 µA,-88.9796 µA,-89.0785 µA,-89.0630 µA,-88.9438 µA,-85.6428 µA,-88.9853 µA,-88.8435 µA,-89.0353 µA,-89.2668 µA,-87.1103 µA,-89.0368 µA,-89.2246 µA,-88.6345 µA,-88.9379 µA,-89.2353 µA,-88.9707 µA,-88.9782 µA,-79.2715 µA,-88.9147 µA,-88.9600 µA
2024-08-04 19:19:00,-88.9506 µA,-89.0051 µA,-89.0023 µA,-89.1850 µA,-88.9541 µA,-89.2304 µA,-88.9308 µA,-88.8942 µA,-89.1184 µA,-89.0983 µA,-88.9517 µA,-88.7374 µA,-88.9605 µA,-86.4201 µA,-89.0951 µA,-86.3651 µA,-89.0184 µA,-89.2430 µA,-89.0177 µA,-88.8574 µA,-89.0007 µA,-88.4974 µA,-89.0933 µA,-88.9379 µA,-105.9682 µA,-106.1949 µA,-88.9172 µA,-89.0692 µA,-85.2749 µA,-89.1200 µA,-88.7619 µA,-88.8777 µA,-89.1483 µA,-88.9757 µA,-88.7887 µA,-89.0859 µA,-88.8848 µA,-88.5716 µA,-88.9834 µA,-89.0323 µA,-88.9555 µA,-89.1008 µA,-89.0548 µA,-88.5322 µA,-89.0227 µA,-89.1145 µA,-88.5342 µA,-88.7481 µA,-88.9443 µA,-89.2052 µA,-89.3117 µA,-88.4392 µA,-88.9834 µA,-89.0476 µA,-88.9793 µA,-89.0787 µA,-89.0628 µA,-88.9439 µA,-85.6751 µA,-88.9850 µA,-89.1082 µA,-89.0354 µA,-89.2673 µA,-87.1096 µA,-89.0392 µA,-89.2251 µA,-88.1587 µA,-88.9361 µA,-89.2357 µA,-88.9710 µA,-88.9783 µA,-79.0030 µA,-88.9145 µA,-88.9600 µA
2024-08-04 19:19:04,-88.9509 µA,-89.0053 µA,-88.9959 µA,-89.1849 µA,-88.9540 µA,-89.2304 µA,-88.9310 µA,-88.8946 µA,-89.1170 µA,-89.0988 µA,-88.9515 µA,-88.7369 µA,-88.9758 µA,-86.4199 µA,-89.0951 µA,-86.3651 µA,-89.0187 µA,-89.2433 µA,-89.0178 µA,-88.8620 µA,-89.0014 µA,-88.4976 µA,-89.0006 µA,-88.9379 µA,-105.9682 µA,-106.1949 µA,-88.9173 µA,-89.0692 µA,-85.2720 µA,-89.1201 µA,-88.7616 µA,-88.8778 µA,-89.1480 µA,-88.9761 µA,-88.7892 µA,-89.0861 µA,-88.8848 µA,-88.5715 µA,-88.9836 µA,-89.0327 µA,-88.9555 µA,-89.1005 µA,-89.0549 µA,-88.5284 µA,-89.0220 µA,-89.1172 µA,-88.5253 µA,-88.7481 µA,-88.9446 µA,-89.2055 µA,-89.3118 µA,-88.4346 µA,-88.9837 µA,-89.0471 µA,-88.9791 µA,-89.0789 µA,-89.0624 µA,-88.9452 µA,-85.6695 µA,-88.9851 µA,-88.8041 µA,-89.0357 µA,-89.2678 µA,-87.1087 µA,-89.0348 µA,-89.2252 µA,-88.1706 µA,-88.9241 µA,-89.2346 µA,-88.9712 µA,-88.9796 µA,-78.9961 µA,-88.9142 µA,-88.9601 µA
2024-08-04 19:19:08,-88.9514 µA,-89.0055 µA,-89.0029 µA,-89.1850 µA,-88.9535 µA,-89.2304 µA,-88.9307 µA,-88.8944 µA,-89.2380 µA,-89.0988 µA,-88.9516 µA,-88.7375 µA,-89.2456 µA,-86.4199 µA,-89.0956 µA,-86.3650 µA,-89.0185 µA,-89.2440 µA,-89.0179 µA,-88.8622 µA,-89.0016 µA,-88.4974 µA,-89.0011 µA,-88.9387 µA,-105.9682 µA,-106.1949 µA,-88.9171 µA,-89.0698 µA,-85.2710 µA,-89.1201 µA,-88.7617 µA,-88.8776 µA,-89.1478 µA,-88.9756 µA,-88.7893 µA,-89.0863 µA,-88.8847 µA,-88.5717 µA,-88.9832 µA,-89.0323 µA,-88.9557 µA,-89.1008 µA,-89.0547 µA,-88.5238 µA,-89.0222 µA,-89.1168 µA,-88.5404 µA,-88.7479 µA,-88.9448 µA,-89.2055 µA,-89.3118 µA,-88.4359 µA,-88.9839 µA,-89.0470 µA,-88.9791 µA,-89.0789 µA,-89.0624 µA,-88.9456 µA,-85.6668 µA,-88.9852 µA,-89.0480 µA,-89.0358 µA,-89.2677 µA,-87.1080 µA,-89.0349 µA,-89.2254 µA,-88.2067 µA,-88.9272 µA,-89.2345 µA,-88.9713 µA,-88.9711 µA,-79.1446 µA,-88.9146 µA,-88.9602 µA
2024-08-04 19:19:12,-88.9505 µA,-89.0053 µA,-88.9907 µA,-89.1849 µA,-88.9538 µA,-89.2309 µA,-88.9310 µA,-88.8945 µA,-89.0874 µA,-89.0984 µA,-88.9516 µA,-88.7375 µA,-88.9641 µA,-86.4201 µA,-89.0958 µA,-86.3652 µA,-89.0185 µA,-89.2441 µA,-89.0172 µA,-88.8627 µA,-89.0013 µA,-88.4976 µA,-89.0021 µA,-88.9394 µA,-105.9681 µA,-106.1949 µA,-88.9168 µA,-89.0692 µA,-85.2694 µA,-89.1201 µA,-88.7619 µA,-88.8778 µA,-89.1479 µA,-88.9754 µA,-88.7900 µA,-89.0863 µA,-88.8847 µA,-88.5719 µA,-88.9835 µA,-89.0327 µA,-88.9559 µA,-89.1003 µA,-89.0547 µA,-88.5305 µA,-89.0222 µA,-89.1163 µA,-88.5194 µA,-88.7477 µA,-88.9445 µA,-89.2055 µA,-89.3123 µA,-88.4375 µA,-88.9836 µA,-89.0469 µA,-88.9793 µA,-89.0786 µA,-89.0621 µA,-88.9452 µA,-85.6629 µA,-88.9852 µA,-88.8143 µA,-89.0361 µA,-89.2677 µA,-87.1074 µA,-89.0350 µA,-89.2252 µA,-87.8986 µA,-88.9266 µA,-89.2345 µA,-88.9712 µA,-88.9785 µA,-79.7185 µA,-88.9143 µA,-88.9601 µA
2024-08-04 19:19:16,-88.9499 µA,-89.0054 µA,-88.9937 µA,-89.1848 µA,-88.9537 µA,-89.2304 µA,-88.9316 µA,-88.8947 µA,-89.1068 µA,-89.0983 µA,-88.9515 µA,-88.7375 µA,-88.9618 µA,-86.4204 µA,-89.0954 µA,-86.3652 µA,-89.0180 µA,-89.2439 µA,-89.0170 µA,-88.8622 µA,-89.0012 µA,-88.4975 µA,-89.0026 µA,-88.9404 µA,-105.9681 µA,-106.1949 µA,-88.9171 µA,-89.0693 µA,-85.2680 µA,-89.1199 µA,-88.7614 µA,-88.8781 µA,-89.1472 µA,-88.9752 µA,-88.7897 µA,-89.0861 µA,-88.8850 µA,-88.5709 µA,-88.9829 µA,-89.0334 µA,-88.9557 µA,-89.1003 µA,-89.0547 µA,-88.6732 µA,-89.0228 µA,-89.1159 µA,-88.4832 µA,-88.7477 µA,-88.9450 µA,-89.2058 µA,-89.3129 µA,-88.4503 µA,-88.9844 µA,-89.0467 µA,-88.9791 µA,-89.0784 µA,-89.0620 µA,-88.9447 µA,-85.6595 µA,-88.9846 µA,-88.7597 µA,-89.0359 µA,-89.2679 µA,-87.1061 µA,-89.0346 µA,-89.2253 µA,-87.9019 µA,-88.9258 µA,-89.2345 µA,-88.9711 µA,-88.9783 µA,-79.3783 µA,-88.9142 µA,-88.9603 µA
2024-08-04 19:19:20,-88.9499 µA,-89.0057 µA,-88.9936 µA,-89.1846 µA,-88.9534 µA,-89.2303 µA,-88.9312 µA,-88.8948 µA,-89.1009 µA,-89.0980 µA,-88.9509 µA,-88.7378 µA,-88.9582 µA,-86.4200 µA,-89.0952 µA,-86.3652 µA,-89.0181 µA,-89.2442 µA,-89.0175 µA,-88.8587 µA,-89.0012 µA,-88.4977 µA,-89.0039 µA,-88.9406 µA,-105.9680 µA,-106.1949 µA,-88.9173 µA,-89.0696 µA,-85.2668 µA,-89.1202 µA,-88.7616 µA,-88.8779 µA,-89.1475 µA,-88.9756 µA,-88.7898 µA,-89.0864 µA,-88.8848 µA,-88.5723 µA,-88.9827 µA,-89.0332 µA,-88.9558 µA,-89.0998 µA,-89.0547 µA,-88.6732 µA,-89.0230 µA,-89.1119 µA,-88.4924 µA,-88.7475 µA,-88.9452 µA,-89.2063 µA,-89.3134 µA,-88.4411 µA,-88.9840 µA,-89.0465 µA,-88.9792 µA,-89.0790 µA,-89.0621 µA,-88.9450 µA,-85.6569 µA,-88.9844 µA,-88.8258 µA,-89.0359 µA,-89.2679 µA,-87.1053 µA,-89.0347 µA,-89.2251 µA,-88.1005 µA,-88.9253 µA,-89.2348 µA,-88.9709 µA,-88.9785 µA,-79.4049 µA,-88.9144 µA,-88.9600 µA
2024-08-04 19:19:24,-88.9497 µA,-89.0053 µA,-88.9930 µA,-89.1839 µA,-88.9531 µA,-89.2304 µA,-88.9312 µA,-88.8945 µA,-89.0904 µA,-89.0982 µA,-88.9509 µA,-88.7374 µA,-88.9838 µA,-86.4203 µA,-89.0953 µA,-86.3656 µA,-89.0180 µA,-89.2433 µA,-89.0171 µA,-88.8568 µA,-89.0006 µA,-88.4972 µA,-89.0042 µA,-88.9401 µA,-105.9680 µA,-106.1949 µA,-88.9172 µA,-89.0696 µA,-85.2657 µA,-89.1200 µA,-88.7616 µA,-88.8777 µA,-89.1474 µA,-88.9751 µA,-88.7894 µA,-89.0861 µA,-88.8846 µA,-88.5722 µA,-88.9826 µA,-89.0333 µA,-88.9550 µA,-89.1002 µA,-89.0550 µA,-88.6720 µA,-89.0223 µA,-89.1151 µA,-88.5125 µA,-88.7479 µA,-88.9453 µA,-89.2063 µA,-89.3132 µA,-88.4487 µA,-88.9841 µA,-89.0468 µA,-88.9793 µA,-89.0789 µA,-89.0617 µA,-88.9454 µA,-85.6541 µA,-88.9845 µA,-88.8116 µA,-89.0359 µA,-89.2682 µA,-87.1044 µA,-89.0354 µA,-89.2242 µA,-87.9263 µA,-88.9251 µA,-89.2344 µA,-88.9708 µA,-88.9780 µA,-79.3790 µA,-88.9145 µA,-88.9600 µA
2024-08-04 19:19:28,-88.9496 µA,-89.0056 µA,-88.9927 µA,-89.1840 µA,-88.9529 µA,-89.2302 µA,-88.9311 µA,-88.8947 µA,-89.2706 µA,-89.0979 µA,-88.9509 µA,-88.7373 µA,-88.9816 µA,-86.4203 µA,-89.0956 µA,-86.3657 µA,-89.0174 µA,-89.2435 µA,-89.0179 µA,-88.8573 µA,-89.0006 µA,-88.4974 µA,-89.0056 µA,-88.9394 µA,-105.9680 µA,-106.1950 µA,-88.9179 µA,-89.0691 µA,-85.2651 µA,-89.1197 µA,-88.7614 µA,-88.8777 µA,-89.1474 µA,-88.9752 µA,-88.7893 µA,-89.0861 µA,-88.8847 µA,-88.5721 µA,-88.9831 µA,-89.0331 µA,-88.9550 µA,-89.1003 µA,-89.0550 µA,-88.6706 µA,-89.0221 µA,-89.1151 µA,-88.5135 µA,-88.7483 µA,-88.9455 µA,-89.2066 µA,-89.3127 µA,-88.4425 µA,-88.9840 µA,-89.0467 µA,-88.9793 µA,-89.0795 µA,-89.0616 µA,-88.9449 µA,-85.6519 µA,-88.9842 µA,-88.8113 µA,-89.0358 µA,-89.2689 µA,-87.1035 µA,-89.0359 µA,-89.2246 µA,-88.5053 µA,-88.9241 µA,-89.2347 µA,-88.9709 µA,-88.9780 µA,-78.9990 µA,-88.9143 µA,-88.9600 µA
2024-08-04 19:19:32,-88.9504 µA,-89.0057 µA,-88.9930 µA,-89.1840 µA,-88.9529 µA,-89.2299 µA,-88.9310 µA,-88.8944 µA,-89.1188 µA,-89.0978 µA,-88.9510 µA,-88.7372 µA,-88.9674 µA,-86.4204 µA,-89.0954 µA,-86.3655 µA,-89.0176 µA,-89.2437 µA,-89.0183 µA,-88.8578 µA,-89.0004 µA,-88.4971 µA,-89.0085 µA,-88.9396 µA,-105.9681 µA,-106.1950 µA,-88.9177 µA,-89.0692 µA,-85.2640 µA,-89.1201 µA,-88.7616 µA,-88.8776 µA,-89.1469 µA,-88.9755 µA,-88.7892 µA,-89.0857 µA,-88.8850 µA,-88.5721 µA,-88.9832 µA,-89.0326 µA,-88.9545 µA,-89.1001 µA,-89.0551 µA,-88.6698 µA,-89.0228 µA,-89.1152 µA,-88.5066 µA,-88.7477 µA,-88.9453 µA,-89.2065 µA,-89.3127 µA,-88.4506 µA,-88.9835 µA,-89.0465 µA,-88.9792 µA,-89.0790 µA,-89.0611 µA,-88.9448 µA,-85.6484 µA,-88.9845 µA,-89.0595 µA,-89.0360 µA,-89.2686 µA,-87.1023 µA,-89.0361 µA,-89.2239 µA,-88.2876 µA,-88.9224 µA,-89.2347 µA,-88.9710 µA,-88.9784 µA,-79.0519 µA,-88.9148 µA,-88.9600 µA
2024-08-04 19:19:36,-88.9510 µA,-89.0058 µA,-88.9932 µA,-89.1838 µA,-88.9527 µA,-89.2301 µA,-88.9312 µA,-88.8945 µA,-89.1170 µA,-89.0979 µA,-88.9516 µA,-88.7375 µA,-89.0772 µA,-86.4203 µA,-89.0955 µA,-86.3653 µA,-89.0176 µA,-89.2430 µA,-89.0180 µA,-88.8585 µA,-89.0004 µA,-88.4971 µA,-89.0075 µA,-88.9397 µA,-105.9681 µA,-106.1949 µA,-88.9175 µA,-89.0694 µA,-85.2634 µA,-89.1197 µA,-88.7618 µA,-88.8778 µA,-89.1476 µA,-88.9761 µA,-88.7896 µA,-89.0858 µA,-88.8852 µA,-88.5720 µA,-88.9841 µA,-89.0330 µA,-88.9552 µA,-89.1003 µA,-89.0548 µA,-88.6688 µA,-89.0229 µA,-89.1163 µA,-88.4947 µA,-88.7475 µA,-88.9454 µA,-89.2064 µA,-89.3131 µA,-88.4492 µA,-88.9835 µA,-89.0466 µA,-88.9793 µA,-89.0786 µA,-89.0614 µA,-88.9446 µA,-85.6333 µA,-88.9849 µA,-88.8067 µA,-89.0355 µA,-89.2684 µA,-87.1016 µA,-89.0362 µA,-89.2240 µA,-88.8226 µA,-88.9213 µA,-89.2351 µA,-88.9714 µA,-88.9781 µA,-79.1190 µA,-88.9150 µA,-88.9606 µA
2024-08-04 19:19:40,-88.9516 µA,-89.0057 µA,-89.0009 µA,-89.1829 µA,-88.9529 µA,-89.2301 µA,-88.9314 µA,-88.8943 µA,-89.0785 µA,-89.0981 µA,-88.9517 µA,-88.7374 µA,-88.9664 µA,-86.4200 µA,-89.0956 µA,-86.3652 µA,-89.0175 µA,-89.2435 µA,-89.0180 µA,-88.8590 µA,-89.0015 µA,-88.4975 µA,-89.0075 µA,-88.9398 µA,-105.9681 µA,-106.1949 µA,-88.9173 µA,-89.0697 µA,-85.2625 µA,-89.1194 µA,-88.7627 µA,-88.8779 µA,-89.1481 µA,-88.9763 µA,-88.7897 µA,-89.0854 µA,-88.8852 µA,-88.5722 µA,-88.9834 µA,-89.0335 µA,-88.9554 µA,-89.1006 µA,-89.0551 µA,-88.6684 µA,-89.0233 µA,-89.1165 µA,-88.4770 µA,-88.7470 µA,-88.9456 µA,-89.2063 µA,-89.3131 µA,-88.4477 µA,-88.9838 µA,-89.0464 µA,-88.9793 µA,-89.0787 µA,-89.0618 µA,-88.9451 µA,-85.6366 µA,-88.9849 µA,-88.7837 µA,-89.0353 µA,-89.2681 µA,-87.1006 µA,-89.0363 µA,-89.2242 µA,-90.1244 µA,-88.9203 µA,-89.2351 µA,-88.9713 µA,-88.9787 µA,-79.7642 µA,-88.9153 µA,-88.9601 µA
2024-08-04 19:19:44,-88.9509 µA,-89.0056 µA,-88.9910 µA,-89.1832 µA,-88.9528 µA,-89.2298 µA,-88.9312 µA,-88.8940 µA,-89.1073 µA,-89.0974 µA,-88.9513 µA,-88.7367 µA,-88.9875 µA,-86.4200 µA,-89.0953 µA,-86.3650 µA,-89.0175 µA,-89.2439 µA,-89.0182 µA,-88.8589 µA,-89.0019 µA,-88.4976 µA,-89.0071 µA,-88.9396 µA,-105.9681 µA,-106.1948 µA,-88.9173 µA,-89.0696 µA,-85.2620 µA,-89.1191 µA,-88.7627 µA,-88.8777 µA,-89.1483 µA,-88.9760 µA,-88.7893 µA,-89.0855 µA,-88.8852 µA,-88.5679 µA,-88.9827 µA,-89.0334 µA,-88.9553 µA,-89.1007 µA,-89.0546 µA,-88.6670 µA,-89.0221 µA,-89.1161 µA,-88.4957 µA,-88.7469 µA,-88.9454 µA,-89.2063 µA,-89.3127 µA,-88.4408 µA,-88.9838 µA,-89.0460 µA,-88.9792 µA,-89.0787 µA,-89.0619 µA,-88.9450 µA,-85.6362 µA,-88.9849 µA,-89.0773 µA,-89.0353 µA,-89.2685 µA,-87.1009 µA,-89.0360 µA,-89.2240 µA,-88.2271 µA,-88.9187 µA,-89.2353 µA,-88.9709 µA,-88.9786 µA,-78.9717 µA,-88.9149 µA,-88.9604 µA
2024-08-04 19:19:48,-88.9505 µA,-89.0058 µA,-88.9956 µA,-89.1827 µA,-88.9530 µA,-89.2295 µA,-88.9312 µA,-88.8942 µA,-89.1108 µA,-89.0978 µA,-88.9510 µA,-88.7376 µA,-88.9579 µA,-86.4204 µA,-89.0949 µA,-86.3651 µA,-89.0175 µA,-89.2424 µA,-89.0177 µA,-88.8590 µA,-89.0015 µA,-88.4978 µA,-89.0081 µA,-88.9389 µA,-105.9682 µA,-106.1949 µA,-88.9175 µA,-89.0695 µA,-85.2617 µA,-89.1189 µA,-88.7526 µA,-88.8778 µA,-89.1484 µA,-88.9754 µA,-88.7892 µA,-89.0850 µA,-88.8850 µA,-88.5719 µA,-88.9831 µA,-89.0329 µA,-88.9554 µA,-89.1007 µA,-89.0547 µA,-88.6657 µA,-89.0220 µA,-89.1142 µA,-88.4934 µA,-88.7469 µA,-88.9454 µA,-89.2061 µA,-89.3128 µA,-88.4573 µA,-88.9839 µA,-89.0462 µA,-88.9792 µA,-89.0787 µA,-89.0616 µA,-88.9444 µA,-85.6336 µA,-88.9848 µA,-88.7890 µA,-89.0353 µA,-89.2694 µA,-87.1028 µA,-89.0360 µA,-89.2246 µA,-88.0801 µA,-88.9177 µA,-89.2353 µA,-88.9703 µA,-88.9788 µA,-78.9639 µA,-88.9148 µA,-88.9601 µA
2024-08-04 19:19:52,-88.9501 µA,-89.0055 µA,-88.9924 µA,-89.1822 µA,-88.9526 µA,-89.2299 µA,-88.9308 µA,-88.8944 µA,-89.1203 µA,-89.0977 µA,-88.9513 µA,-88.7377 µA,-88.9772 µA,-86.4201 µA,-89.0949 µA,-86.3649 µA,-89.0175 µA,-89.2424 µA,-89.0177 µA,-88.8595 µA,-89.0018 µA,-88.4978 µA,-89.0073 µA,-88.9384 µA,-105.9683 µA,-106.1948 µA,-88.9173 µA,-89.0702 µA,-85.2612 µA,-89.1183 µA,-88.7605 µA,-88.8779 µA,-89.1489 µA,-88.9753 µA,-88.7888 µA,-89.0850 µA,-88.8848 µA,-88.5714 µA,-88.9828 µA,-89.0334 µA,-88.9555 µA,-89.1004 µA,-89.0545 µA,-88.6641 µA,-89.0226 µA,-89.1148 µA,-88.4845 µA,-88.7468 µA,-88.9455 µA,-89.2060 µA,-89.3127 µA,-88.4541 µA,-88.9870 µA,-89.0467 µA,-88.9793 µA,-89.0788 µA,-89.0623 µA,-88.9437 µA,-85.6270 µA,-88.9846 µA,-88.8337 µA,-89.0354 µA,-89.2687 µA,-87.1041 µA,-89.0353 µA,-89.2242 µA,-88.0015 µA,-88.9165 µA,-89.2357 µA,-88.9704 µA,-88.9788 µA,-79.0036 µA,-88.9149 µA,-88.9600 µA
2024-08-04 19:19:56,-88.9508 µA,-89.0059 µA,-88.9923 µA,-89.1815 µA,-88.9526 µA,-89.2297 µA,-88.9307 µA,-88.8948 µA,-89.1177 µA,-89.0980 µA,-88.9517 µA,-88.7378 µA,-88.9602 µA,-86.4202 µA,-89.0954 µA,-86.3648 µA,-89.0171 µA,-89.2428 µA,-89.0170 µA,-88.8591 µA,-89.0022 µA,-88.4979 µA,-89.0064 µA,-88.9386 µA,-105.9684 µA,-106.1948 µA,-88.9170 µA,-89.0698 µA,-85.2606 µA,-89.1197 µA,-88.7615 µA,-88.8778 µA,-89.1478 µA,-88.9755 µA,-88.7886 µA,-89.0855 µA,-88.8847 µA,-88.5709 µA,-88.9829 µA,-89.0335 µA,-88.9496 µA,-89.1010 µA,-89.0540 µA,-88.6629 µA,-89.0221 µA,-89.1144 µA,-88.4773 µA,-88.7478 µA,-88.9458 µA,-89.2060 µA,-89.3134 µA,-88.4504 µA,-88.9840 µA,-89.0468 µA,-88.9795 µA,-89.0792 µA,-89.0629 µA,-88.9443 µA,-85.6175 µA,-88.9840 µA,-88.8001 µA,-89.0358 µA,-89.2688 µA,-87.1048 µA,-89.0353 µA,-89.2242 µA,-87.7707 µA,-88.9156 µA,-89.2361 µA,-88.9712 µA,-88.9791 µA,-79.0500 µA,-88.9151 µA,-88.9597 µA
2024-08-04 19:20:00,-88.9509 µA,-89.0059 µA,-88.9887 µA,-89.1815 µA,-88.9525 µA,-89.2295 µA,-88.9307 µA,-88.8944 µA,-89.1282 µA,-89.0981 µA,-88.9514 µA,-88.7378 µA,-88.9745 µA,-86.4199 µA,-89.0949 µA,-86.3648 µA,-89.0173 µA,-89.2428 µA,-89.0180 µA,-88.8592 µA,-89.0014 µA,-88.4978 µA,-89.0065 µA,-88.9388 µA,-105.9684 µA,-106.1949 µA,-88.9168 µA,-89.0695 µA,-85.2606 µA,-89.1197 µA,-88.7616 µA,-88.8777 µA,-89.1486 µA,-88.9753 µA,-88.7887 µA,-89.0856 µA,-88.8849 µA,-88.5711 µA,-88.9836 µA,-89.0334 µA,-88.9486 µA,-89.1006 µA,-89.0537 µA,-88.6618 µA,-89.0225 µA,-89.1137 µA,-88.4668 µA,-88.7472 µA,-88.9459 µA,-89.2056 µA,-89.3127 µA,-88.4395 µA,-88.9840 µA,-89.0467 µA,-88.9796 µA,-89.0788 µA,-89.0632 µA,-88.9440 µA,-85.6277 µA,-88.9841 µA,-88.7817 µA,-89.0359 µA,-89.2687 µA,-87.1050 µA,-89.0347 µA,-89.2238 µA,-88.1173 µA,-88.9149 µA,-89.2354 µA,-88.9717 µA,-88.9788 µA,-79.0197 µA,-88.9151 µA,-88.9593 µA
2024-08-04 19:20:04,-88.9510 µA,-89.0057 µA,-88.9926 µA,-89.1819 µA,-88.9526 µA,-89.2292 µA,-88.9308 µA,-88.8945 µA,-89.1203 µA,-89.0983 µA,-88.9518 µA,-88.7372 µA,-88.9651 µA,-86.4199 µA,-89.0955 µA,-86.3648 µA,-89.0173 µA,-89.2430 µA,-89.0179 µA,-88.8592 µA,-89.0017 µA,-88.4972 µA,-89.0055 µA,-88.9385 µA,-105.9685 µA,-106.1949 µA,-88.9163 µA,-89.0695 µA,-85.2604 µA,-89.1192 µA,-88.7654 µA,-88.8774 µA,-89.1488 µA,-88.9757 µA,-88.7890 µA,-89.0853 µA,-88.8847 µA,-88.5709 µA,-88.9840 µA,-89.0334 µA,-88.9526 µA,-89.1004 µA,-89.0542 µA,-88.6570 µA,-89.0230 µA,-89.1137 µA,-88.4755 µA,-88.7477 µA,-88.9459 µA,-89.2057 µA,-89.3123 µA,-88.4224 µA,-88.9846 µA,-89.0464 µA,-88.9796 µA,-89.0783 µA,-89.0629 µA,-88.9439 µA,-85.6261 µA,-88.9842 µA,-88.7873 µA,-89.0357 µA,-89.2683 µA,-87.1054 µA,-89.0353 µA,-89.2238 µA,-89.0429 µA,-88.9136 µA,-89.2353 µA,-88.9714 µA,-88.9787 µA,-79.0875 µA,-88.9152 µA,-88.9581 µA
2024-08-04 19:20:08,-88.9517 µA,-89.0058 µA,-88.9959 µA,-89.1824 µA,-88.9527 µA,-89.2296 µA,-88.9304 µA,-88.8949 µA,-89.1134 µA,-89.0980 µA,-88.9517 µA,-88.7371 µA,-88.9562 µA,-86.4202 µA,-89.0957 µA,-86.3648 µA,-89.0174 µA,-89.2425 µA,-89.0181 µA,-88.8580 µA,-89.0015 µA,-88.4972 µA,-89.0062 µA,-88.9388 µA,-105.9685 µA,-106.1949 µA,-88.9166 µA,-89.0693 µA,-85.2599 µA,-89.1193 µA,-88.7588 µA,-88.8775 µA,-89.1493 µA,-88.9757 µA,-88.7892 µA,-89.0855 µA,-88.8844 µA,-88.5707 µA,-88.9843 µA,-89.0329 µA,-88.9527 µA,-89.1000 µA,-89.0538 µA,-88.6577 µA,-89.0237 µA,-89.1143 µA,-88.4668 µA,-88.7482 µA,-88.9454 µA,-89.2052 µA,-89.3134 µA,-88.4602 µA,-88.9833 µA,-89.0470 µA,-88.9797 µA,-89.0780 µA,-89.0631 µA,-88.9444 µA,-85.6268 µA,-88.9847 µA,-88.7666 µA,-89.0356 µA,-89.2689 µA,-87.1055 µA,-89.0358 µA,-89.2249 µA,-88.4142 µA,-88.9124 µA,-89.2362 µA,-88.9707 µA,-88.9787 µA,-78.9872 µA,-88.9151 µA,-88.9575 µA
